FID,Lat,Lon,lat1,lon1,lat2,lon2,output
1479,20.607,110.36,20.602,110.355,20.612,110.365,36
1480,20.607,110.37,20.602,110.365,20.612,110.375,28
1481,20.607,110.38,20.602,110.375,20.612,110.385,83
1482,20.607,110.39,20.602,110.385,20.612,110.395,21
1483,20.607,110.41,20.602,110.405,20.612,110.415,61
1484,20.607,110.42,20.602,110.415,20.612,110.425,81
1485,20.607,110.44,20.602,110.435,20.612,110.445,91
1486,20.607,110.45,20.602,110.445,20.612,110.455,66
1487,20.607,110.46,20.602,110.455,20.612,110.465,66
1488,20.607,110.47,20.602,110.465,20.612,110.475,69
1489,20.607,110.48,20.602,110.475,20.612,110.485,95
1490,20.617,110.32,20.612,110.315,20.622,110.325,28
1491,20.617,110.33,20.612,110.325,20.622,110.335,27
1492,20.617,110.34,20.612,110.335,20.622,110.345,94
1493,20.617,110.35,20.612,110.345,20.622,110.355,71
1494,20.617,110.36,20.612,110.355,20.622,110.365,12
1495,20.617,110.37,20.612,110.365,20.622,110.375,29
1496,20.617,110.38,20.612,110.375,20.622,110.385,3
1497,20.617,110.39,20.612,110.385,20.622,110.395,57
1498,20.617,110.4,20.612,110.395,20.622,110.405,33
1499,20.617,110.44,20.612,110.435,20.622,110.445,32
1500,20.617,110.45,20.612,110.445,20.622,110.455,18
1501,20.617,110.46,20.612,110.455,20.622,110.465,65
1502,20.617,110.47,20.612,110.465,20.622,110.475,88
1503,20.617,110.48,20.612,110.475,20.622,110.485,66
1504,20.627,110.34,20.622,110.335,20.632,110.345,52
1505,20.627,110.35,20.622,110.345,20.632,110.355,84
1506,20.627,110.36,20.622,110.355,20.632,110.365,16
1507,20.627,110.37,20.622,110.365,20.632,110.375,74
1508,20.627,110.38,20.622,110.375,20.632,110.385,90
1509,20.627,110.39,20.622,110.385,20.632,110.395,32
1510,20.627,110.4,20.622,110.395,20.632,110.405,78
1511,20.627,110.44,20.622,110.435,20.632,110.445,90
1512,20.627,110.45,20.622,110.445,20.632,110.455,93
1513,20.627,110.46,20.622,110.455,20.632,110.465,33
1514,20.627,110.47,20.622,110.465,20.632,110.475,11
1515,20.627,110.48,20.622,110.475,20.632,110.485,59
1516,20.637,110.36,20.632,110.355,20.642,110.365,27
1517,20.637,110.37,20.632,110.365,20.642,110.375,6
1518,20.637,110.38,20.632,110.375,20.642,110.385,5
1519,20.637,110.39,20.632,110.385,20.642,110.395,58
1520,20.637,110.4,20.632,110.395,20.642,110.405,7
1521,20.637,110.41,20.632,110.405,20.642,110.415,60
1522,20.637,110.43,20.632,110.425,20.642,110.435,90
1523,20.637,110.44,20.632,110.435,20.642,110.445,27
1524,20.637,110.45,20.632,110.445,20.642,110.455,60
1525,20.637,110.46,20.632,110.455,20.642,110.465,67
1526,20.637,110.47,20.632,110.465,20.642,110.475,35
1527,20.647,110.38,20.642,110.375,20.652,110.385,20
1528,20.647,110.41,20.642,110.405,20.652,110.415,88
1529,20.647,110.42,20.642,110.415,20.652,110.425,8
1530,20.647,110.43,20.642,110.425,20.652,110.435,30
1531,20.647,110.44,20.642,110.435,20.652,110.445,54
1532,20.647,110.45,20.642,110.445,20.652,110.455,84
1533,20.647,110.46,20.642,110.455,20.652,110.465,74
1534,20.647,110.47,20.642,110.465,20.652,110.475,40
1535,20.657,110.38,20.652,110.375,20.662,110.385,84
1536,20.657,110.39,20.652,110.385,20.662,110.395,13
1537,20.657,110.41,20.652,110.405,20.662,110.415,9
1538,20.657,110.42,20.652,110.415,20.662,110.425,47
1539,20.657,110.43,20.652,110.425,20.662,110.435,67
1540,20.657,110.44,20.652,110.435,20.662,110.445,22
1541,20.657,110.45,20.652,110.445,20.662,110.455,4
1542,20.657,110.46,20.652,110.455,20.662,110.465,24
1543,20.657,110.47,20.652,110.465,20.662,110.475,52
1544,20.667,110.39,20.662,110.385,20.672,110.395,64
1545,20.667,110.41,20.662,110.405,20.672,110.415,63
1546,20.667,110.44,20.662,110.435,20.672,110.445,10
1547,20.667,110.46,20.662,110.455,20.672,110.465,88
1548,20.687,110.41,20.682,110.405,20.692,110.415,93
1549,20.687,110.42,20.682,110.415,20.692,110.425,8
1550,20.687,110.43,20.682,110.425,20.692,110.435,7
1551,20.697,110.42,20.692,110.415,20.702,110.425,25
1552,20.697,110.43,20.692,110.425,20.702,110.435,60
1553,20.707,110.41,20.702,110.405,20.712,110.415,88
1554,20.707,110.42,20.702,110.415,20.712,110.425,35
